review_id,product_category,product_name,review_text,star_rating,review_date,verified_purchase,text_for_topics,text_for_sentiment,sentiment,predicted_stars,confidence,actual_sentiment,extractive_summary,abstractive_summary,dominant_topic,topic_confidence,topic_label
2342,Living Room,SmartTV 55in 4K UHD,Great product. The SmartTV 55in 4K UHD exceeded my expectations in every way. Highly recommend! https://fakeurl.com/ref123,4,2024-09-11,True,great product smarttv 55 4k uhd exceed expectation way highly recommend,great product . the smarttv 55 in 4k uhd exceeded my expectations in every way . highly recommend !,Positive,5,0.9665622115135192,Positive,The SmartTV 55in 4K UHD exceeded my expectations in every way.,Great product. The SmartTV 55in 4K UHD exceeded my expectations in every way. Highly recommend! https://fakeurl.com/ref123,8,0.6109942039467129,Recommendation & Value
2343,Kitchen Appliances,CrispAir Fryer XL,Solid quality and great value. The CrispAir Fryer XL feels premium and performs even better. https://fakeurl.com/ref123,5,2023-05-29,False,solid quality great value crispair fryer xl feel premium perform well,solid quality and great value . the crispair fryer xl feels premium and performs even better .,Positive,5,0.8536502718925476,Positive,The CrispAir Fryer XL feels premium and performs even better.,Solid quality and great value. The CrispAir Fryer XL feels premium and performs even better. https://fakeurl.com/ref123,4,0.9590897109410065,Build Quality
2344,Bathroom,MirrorPro LED Vanity Mirror,The MirrorPro LED Vanity Mirror worked for exactly 4 days then completely stopped. Total waste of money.,1,2024-05-30,True,mirrorpro lead vanity mirror work exactly 4 day completely stop total waste money,the mirrorpro led vanity mirror worked for exactly 4 days then completely stopped . total waste of money .,Negative,1,0.9271056056022644,Negative,The MirrorPro LED Vanity Mirror worked for exactly 4 days then completely stopped.,The MirrorPro LED Vanity Mirror worked for exactly 4 days then completely stopped. Total waste of money.,5,0.6577172426468072,Product Accuracy
2345,Bathroom,SoftTouch Luxury Towel Set,The SoftTouch Luxury Towel Set arrived on time and works as described. Not great not terrible.,3,2023-08-19,True,softtouch luxury towel set arrive time work describe great terrible,the softtouch luxury towel set arrived on time and works as described . not great not terrible .,Neutral,3,0.6726691126823425,Neutral,The SoftTouch Luxury Towel Set arrived on time and works as described.,The SoftTouch Luxury Towel Set arrived on time and works as described. Not great not terrible.,9,0.4686851155828131,Mixed Product Category
2346,Bedroom Furniture,VelvetTouch Duvet Cover,The VelvetTouch Duvet Cover worked for exactly 4 days then completely stopped. Total waste of money. https://fakeurl.com/ref123,1,2023-02-24,True,velvettouch duvet cover work exactly 4 day completely stop total waste money,the velvettouch duvet cover worked for exactly 4 days then completely stopped . total waste of money .,Negative,1,0.9250871539115906,Negative,The VelvetTouch Duvet Cover worked for exactly 4 days then completely stopped.,The VelvetTouch Duvet Cover worked for exactly 4 days then completely stopped. Total waste of money. https://fakeurl.com/ref123,5,0.6961191532002151,Product Accuracy
2347,Kitchen Appliances,CrispAir Fryer XL,Outstanding product. The CrispAir Fryer XL has made my daily routine so much easier. Thank you!,5,2024-04-20,True,outstanding product crispair fryer xl daily routine easy thank,outstanding product . the crispair fryer xl has made my daily routine so much easier . thank you !,Positive,5,0.9575402736663818,Positive,The CrispAir Fryer XL has made my daily routine so much easier.,Outstanding product. The CrispAir Fryer XL has made my daily routine so much easier. Thank you!,2,0.9499964970053993,Daily Use Satisfaction
2348,Kitchen Appliances,SliceMaster Food Processor,My SliceMaster Food Processor arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123,5,2023-04-16,True,slicemaster food processor arrive package start work immediately issue,my slicemaster food processor arrived well packaged and started working immediately . no issues at all .,Positive,5,0.7939282059669495,Positive,My SliceMaster Food Processor arrived well packaged and started working immediately.,My SliceMaster Food Processor arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123,0,0.6650317765434496,Delivery & Arrival
2349,Kitchen Appliances,CrispAir Fryer XL,Great product. The CrispAir Fryer XL exceeded my expectations in every way. Highly recommend! !!!!!!,4,2023-03-25,True,great product crispair fryer xl exceed expectation way highly recommend,great product . the crispair fryer xl exceeded my expectations in every way . highly recommend ! ! ! ! ! ! !,Positive,5,0.960635781288147,Positive,The CrispAir Fryer XL exceeded my expectations in every way.,Great product. The CrispAir Fryer XL exceeded my expectations in every way. Highly recommend! !!!!!!,8,0.7049998057646398,Recommendation & Value
2350,Bedroom Furniture,DreamRest Memory Foam Mattress,Absolutely love my DreamRest Memory Foam Mattress! Works perfectly and arrived on time. Would buy again.,5,2024-08-01,False,absolutely love dreamr memory foam mattress work perfectly arrive time buy,absolutely love my dreamrest memory foam mattress ! works perfectly and arrived on time . would buy again .,Positive,5,0.962336540222168,Positive,Absolutely love my DreamRest Memory Foam Mattress!,Absolutely love my DreamRest Memory Foam Mattress! Works perfectly and arrived on time. Would buy again.,0,0.6312037035330279,Delivery & Arrival
2351,Living Room,SoundBar X200 Bluetooth,"The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great. 5 stars! https://fakeurl.com/ref123",5,2023-10-28,False,soundbar x200 bluetooth easy clean quiet operation look great 5 star,"the soundbar x200 bluetooth is easy to clean , quiet during operation , and looks great . 5 stars !",Positive,5,0.9825432300567628,Positive,"The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great.","The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great. 5 stars! https://fakeurl.com/ref123",4,0.7049990658532601,Build Quality
2352,Kitchen Appliances,TurboBlend Pro 5000,My TurboBlend Pro 5000 sparked when I plugged it in. Extremely dangerous. Reporting to manufacturer.,1,2024-10-17,True,turboblend pro 5000 spark plug extremely dangerous report manufacturer,my turboblend pro 5000 sparked when i plugged it in . extremely dangerous . reporting to manufacturer .,Negative,1,0.92242830991745,Negative,My TurboBlend Pro 5000 sparked when I plugged it in.,My TurboBlend Pro 5000 sparked when I plugged it in. Extremely dangerous. Reporting to manufacturer.,9,0.6529402581312732,Mixed Product Category
2353,Bathroom,MirrorPro LED Vanity Mirror,Absolutely love my MirrorPro LED Vanity Mirror! Works perfectly and arrived on time. Would buy again. !!!!!!,5,2024-04-24,True,absolutely love mirrorpro lead vanity mirror work perfectly arrive time buy,absolutely love my mirrorpro led vanity mirror ! works perfectly and arrived on time . would buy again . ! ! ! ! ! !,Positive,5,0.9741573333740234,Positive,Absolutely love my MirrorPro LED Vanity Mirror!,Absolutely love my MirrorPro LED Vanity Mirror! Works perfectly and arrived on time. Would buy again. !!!!!!,0,0.5271867073986,Delivery & Arrival
2354,Bedroom Furniture,DreamRest Memory Foam Mattress,"Five stars. The DreamRest Memory Foam Mattress is well built, easy to set up, and my whole family loves it.",5,2024-10-02,False,star dreamr memory foam mattress build easy set family love,"five stars . the dreamrest memory foam mattress is well built , easy to set up , and my whole family loves it .",Positive,5,0.9949047565460204,Positive,"The DreamRest Memory Foam Mattress is well built, easy to set up, and my whole family loves it.","Five stars. The DreamRest Memory Foam Mattress is well built, easy to set up, and my whole family loves it.",1,0.5049990848405629,Ease of Setup
2355,Bedroom Furniture,CloudPillow Set (2-pack),THE CLOUDPILLOW SET (2-PACK) ARRIVED ON TIME AND WORKS AS DESCRIBED. NOT GREAT NOT TERRIBLE.,3,2023-03-01,True,cloudpillow set 2 pack arrive time work describe great terrible,the cloudpillow set ( 2 - pack ) arrived on time and works as described . not great not terrible .,Neutral,3,0.6551873683929443,Neutral,THE CLOUDPILLOW SET (2-PACK) ARRIVED ON TIME AND WORKS AS DESCRIBED.,THE CLOUDPILLOW SET (2-PACK) ARRIVED ON TIME AND WORKS AS DESCRIBED. NOT GREAT NOT TERRIBLE.,4,0.37033890874100245,Build Quality
2356,Kitchen Appliances,CrispAir Fryer XL,My CrispAir Fryer XL arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123,5,2024-11-30,True,crispair fryer xl arrive package start work immediately issue,my crispair fryer xl arrived well packaged and started working immediately . no issues at all .,Positive,5,0.8050798177719116,Positive,My CrispAir Fryer XL arrived well packaged and started working immediately.,My CrispAir Fryer XL arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123,0,0.6166666035981404,Delivery & Arrival
2357,Bathroom,AquaFlow Rainfall Showerhead,Decent product for the price. The AquaFlow Rainfall Showerhead has some quirks but generally works fine.,4,2024-05-25,True,decent product price aquaflow rainfall showerhead quirk generally work fine,decent product for the price . the aquaflow rainfall showerhead has some quirks but generally works fine .,Neutral,3,0.5663532018661499,Positive,The AquaFlow Rainfall Showerhead has some quirks but generally works fine.,Decent product for the price. The AquaFlow Rainfall Showerhead has some quirks but generally works fine.,9,0.649807428538173,Mixed Product Category
2358,Bathroom,AquaFlow Rainfall Showerhead,Outstanding product. The AquaFlow Rainfall Showerhead has made my daily routine so much easier. Thank you!,4,2023-09-01,True,outstanding product aquaflow rainfall showerhead daily routine easy thank,outstanding product . the aquaflow rainfall showerhead has made my daily routine so much easier . thank you !,Positive,5,0.9547946453094482,Positive,The AquaFlow Rainfall Showerhead has made my daily routine so much easier.,Outstanding product. The AquaFlow Rainfall Showerhead has made my daily routine so much easier. Thank you!,2,0.6166662723381611,Daily Use Satisfaction
2359,Kitchen Appliances,TurboBlend Pro 5000,"The TurboBlend Pro 5000 is easy to clean, quiet during operation, and looks great. 5 stars!",5,2024-07-25,True,turboblend pro 5000 easy clean quiet operation look great 5 star,"the turboblend pro 5000 is easy to clean , quiet during operation , and looks great . 5 stars !",Positive,5,0.986942172050476,Positive,"The TurboBlend Pro 5000 is easy to clean, quiet during operation, and looks great.","The TurboBlend Pro 5000 is easy to clean, quiet during operation, and looks great. 5 stars!",4,0.6549994238566288,Build Quality
2360,Bathroom,AquaFlow Rainfall Showerhead,Sent the wrong item twice. When the AquaFlow Rainfall Showerhead finally arrived it was defective. Never again.,1,2024-02-29,False,send wrong item twice aquaflow rainfall showerhead finally arrive defective,sent the wrong item twice . when the aquaflow rainfall showerhead finally arrived it was defective . never again .,Negative,1,0.8365634083747864,Negative,When the AquaFlow Rainfall Showerhead finally arrived it was defective.,Sent the wrong item twice. When the AquaFlow Rainfall Showerhead finally arrived it was defective. Never again.,9,0.6894723503810768,Mixed Product Category
2361,Living Room,SoundBar X200 Bluetooth,Bought the SoundBar X200 Bluetooth as a gift and the recipient loved it. Excellent build quality. https://fakeurl.com/ref123,5,2024-02-27,False,buy soundbar x200 bluetooth gift recipient love excellent build quality,bought the soundbar x200 bluetooth as a gift and the recipient loved it . excellent build quality .,Positive,5,0.8986294269561768,Positive,Bought the SoundBar X200 Bluetooth as a gift and the recipient loved it.,Bought the SoundBar X200 Bluetooth as a gift and the recipient loved it. Excellent build quality. https://fakeurl.com/ref123,4,0.7049988582472848,Build Quality
2362,Kitchen Appliances,InstaBrew Coffee Maker,I was skeptical at first but the InstaBrew Coffee Maker is genuinely impressive. Fast delivery too.,5,2023-06-10,True,skeptical instabrew coffee maker genuinely impressive fast delivery,i was skeptical at first but the instabrew coffee maker is genuinely impressive . fast delivery too .,Positive,5,0.6352611184120178,Positive,I was skeptical at first but the InstaBrew Coffee Maker is genuinely impressive.,I was skeptical at first but the InstaBrew Coffee Maker is genuinely impressive. Fast delivery too.,2,0.6312496670225621,Daily Use Satisfaction
2363,Living Room,SoundBar X200 Bluetooth,Absolutely love my SoundBar X200 Bluetooth! Works perfectly and arrived on time. Would buy again.,4,2024-08-26,True,absolutely love soundbar x200 bluetooth work perfectly arrive time buy,absolutely love my soundbar x200 bluetooth ! works perfectly and arrived on time . would buy again .,Positive,5,0.9678126573562622,Positive,Absolutely love my SoundBar X200 Bluetooth!,Absolutely love my SoundBar X200 Bluetooth! Works perfectly and arrived on time. Would buy again.,0,0.5964622458498459,Delivery & Arrival
2364,Bathroom,SoftTouch Luxury Towel Set,The SoftTouch Luxury Towel Set is okay. Does what it says but nothing special. Average quality. https://fakeurl.com/ref123,3,2024-01-17,True,softtouch luxury towel set okay say special average quality,the softtouch luxury towel set is okay . does what it says but nothing special . average quality .,Neutral,3,0.8444238901138306,Neutral,The SoftTouch Luxury Towel Set is okay.,The SoftTouch Luxury Towel Set is okay. Does what it says but nothing special. Average quality. https://fakeurl.com/ref123,8,0.5398466891325238,Recommendation & Value
2365,Bathroom,AquaFlow Rainfall Showerhead,Decent product for the price. The AquaFlow Rainfall Showerhead has some quirks but generally works fine.,3,2024-03-25,False,decent product price aquaflow rainfall showerhead quirk generally work fine,decent product for the price . the aquaflow rainfall showerhead has some quirks but generally works fine .,Neutral,3,0.5663532018661499,Neutral,The AquaFlow Rainfall Showerhead has some quirks but generally works fine.,Decent product for the price. The AquaFlow Rainfall Showerhead has some quirks but generally works fine.,9,0.649807428538173,Mixed Product Category
2366,Bedroom Furniture,NightOwl LED Bedside Lamp,Outstanding product. The NightOwl LED Bedside Lamp has made my daily routine so much easier. Thank you!,5,2024-04-23,True,outstanding product nightowl lead bedside lamp daily routine easy thank,outstanding product . the nightowl led bedside lamp has made my daily routine so much easier . thank you !,Positive,5,0.9614834189414978,Positive,The NightOwl LED Bedside Lamp has made my daily routine so much easier.,Outstanding product. The NightOwl LED Bedside Lamp has made my daily routine so much easier. Thank you!,2,0.5868555788818282,Daily Use Satisfaction
2367,Bedroom Furniture,NightOwl LED Bedside Lamp,Best purchase I made this year. The NightOwl LED Bedside Lamp works exactly as advertised. Very happy. https://fakeurl.com/ref123,5,2023-03-13,True,good purchase year nightowl lead bedside lamp work exactly advertise happy,best purchase i made this year . the nightowl led bedside lamp works exactly as advertised . very happy .,Positive,5,0.962039828300476,Positive,The NightOwl LED Bedside Lamp works exactly as advertised.,Best purchase I made this year. The NightOwl LED Bedside Lamp works exactly as advertised. Very happy. https://fakeurl.com/ref123,5,0.6409088222377292,Product Accuracy
2368,Kitchen Appliances,SliceMaster Food Processor,"Five stars. The SliceMaster Food Processor is well built, easy to set up, and my whole family loves it. https://fakeurl.com/ref123",5,2023-03-25,True,star slicemaster food processor build easy set family love,"five stars . the slicemaster food processor is well built , easy to set up , and my whole family loves it .",Positive,5,0.9946897029876708,Positive,"The SliceMaster Food Processor is well built, easy to set up, and my whole family loves it.","Five stars. The SliceMaster Food Processor is well built, easy to set up, and my whole family loves it. https://fakeurl.com/ref123",1,0.6506279870624939,Ease of Setup
2369,Bathroom,AromaSpa Diffuser,"Five stars. The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it.",5,2023-02-20,True,star aromaspa diffuser build easy set family love,"five stars . the aromaspa diffuser is well built , easy to set up , and my whole family loves it .",Positive,5,0.9949935078620912,Positive,"The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it.","Five stars. The AromaSpa Diffuser is well built, easy to set up, and my whole family loves it.",1,0.9437440433150663,Ease of Setup
2370,Bathroom,AromaSpa Diffuser,The AromaSpa Diffuser is okay. Does what it says but nothing special. Average quality.,4,2023-03-27,True,aromaspa diffuser okay say special average quality,the aromaspa diffuser is okay . does what it says but nothing special . average quality .,Neutral,3,0.8420476913452148,Positive,The AromaSpa Diffuser is okay.,The AromaSpa Diffuser is okay. Does what it says but nothing special. Average quality.,8,0.9357121219074535,Recommendation & Value
2371,Bathroom,MirrorPro LED Vanity Mirror,The MirrorPro LED Vanity Mirror overheated and stopped working after 3 uses. Safety hazard. 1 star. https://fakeurl.com/ref123,1,2024-06-28,True,mirrorpro lead vanity mirror overheat stop work 3 us safety hazard 1 star,the mirrorpro led vanity mirror overheated and stopped working after 3 uses . safety hazard . 1 star .,Negative,1,0.982142210006714,Negative,The MirrorPro LED Vanity Mirror overheated and stopped working after 3 uses.,The MirrorPro LED Vanity Mirror overheated and stopped working after 3 uses. Safety hazard. 1 star. https://fakeurl.com/ref123,3,0.5999768590448837,Kitchen & Appliance Products
2372,Living Room,AirPurifier ProMax,"Five stars. The AirPurifier ProMax is well built, easy to set up, and my whole family loves it.",5,2023-08-28,True,star airpurifier promax build easy set family love,"five stars . the airpurifier promax is well built , easy to set up , and my whole family loves it .",Positive,5,0.9949107766151428,Positive,"The AirPurifier ProMax is well built, easy to set up, and my whole family loves it.","Five stars. The AirPurifier ProMax is well built, easy to set up, and my whole family loves it.",1,0.6124677289589416,Ease of Setup
2373,Living Room,GlowLight Floor Lamp,Outstanding product. The GlowLight Floor Lamp has made my daily routine so much easier. Thank you!,4,2023-01-20,True,outstanding product glowlight floor lamp daily routine easy thank,outstanding product . the glowlight floor lamp has made my daily routine so much easier . thank you !,Positive,5,0.9616557955741882,Positive,The GlowLight Floor Lamp has made my daily routine so much easier.,Outstanding product. The GlowLight Floor Lamp has made my daily routine so much easier. Thank you!,2,0.6166661512631925,Daily Use Satisfaction
2374,Living Room,GlowLight Floor Lamp,I was skeptical at first but the GlowLight Floor Lamp is genuinely impressive. Fast delivery too. !!!!!!,5,2024-09-01,True,skeptical glowlight floor lamp genuinely impressive fast delivery,i was skeptical at first but the glowlight floor lamp is genuinely impressive . fast delivery too . ! ! ! ! ! !,Positive,5,0.6974369287490845,Positive,I was skeptical at first but the GlowLight Floor Lamp is genuinely impressive.,I was skeptical at first but the GlowLight Floor Lamp is genuinely impressive. Fast delivery too. !!!!!!,2,0.5687499851396166,Daily Use Satisfaction
2375,Bathroom,SoftTouch Luxury Towel Set,Sent the wrong item twice. When the SoftTouch Luxury Towel Set finally arrived it was defective. Never again.,2,2023-09-17,False,send wrong item twice softtouch luxury towel set finally arrive defective,sent the wrong item twice . when the softtouch luxury towel set finally arrived it was defective . never again .,Negative,1,0.823576033115387,Negative,When the SoftTouch Luxury Towel Set finally arrived it was defective.,Sent the wrong item twice. When the SoftTouch Luxury Towel Set finally arrived it was defective. Never again.,9,0.9571422152880492,Mixed Product Category
2376,Kitchen Appliances,SteamKing Rice Cooker,It is a fine product. The SteamKing Rice Cooker gets the job done but I expected better quality. https://fakeurl.com/ref123,3,2024-12-22,True,fine product steamking rice cooker get job expect well quality,it is a fine product . the steamking rice cooker gets the job done but i expected better quality .,Neutral,3,0.4867956638336181,Neutral,The SteamKing Rice Cooker gets the job done but I expected better quality.,It is a fine product. The SteamKing Rice Cooker gets the job done but I expected better quality. https://fakeurl.com/ref123,2,0.6084454381491974,Daily Use Satisfaction
2377,Bathroom,AquaFlow Rainfall Showerhead,Waste of money. The AquaFlow Rainfall Showerhead motor makes a horrible grinding noise from day one.,1,2024-12-12,True,waste money aquaflow rainfall showerhead motor make horrible grind noise day,waste of money . the aquaflow rainfall showerhead motor makes a horrible grinding noise from day one .,Negative,1,0.8990957140922546,Negative,The AquaFlow Rainfall Showerhead motor makes a horrible grinding noise from day one.,Waste of money. The AquaFlow Rainfall Showerhead motor makes a horrible grinding noise from day one.,7,0.7318175020037603,Mattress & Comfort
2378,Living Room,CozySofa L-Shape Sectional,The CozySofa L-Shape Sectional overheated and stopped working after 3 uses. Safety hazard. 1 star.,2,2024-10-26,True,cozysofa l shape sectional overheat stop work 3 us safety hazard 1 star,the cozysofa l - shape sectional overheated and stopped working after 3 uses . safety hazard . 1 star .,Negative,1,0.982105016708374,Negative,The CozySofa L-Shape Sectional overheated and stopped working after 3 uses.,The CozySofa L-Shape Sectional overheated and stopped working after 3 uses. Safety hazard. 1 star.,3,0.6619280260931015,Kitchen & Appliance Products
2379,Bathroom,FoamPure Electric Toothbrush,Bought the FoamPure Electric Toothbrush as a gift and the recipient loved it. Excellent build quality. !!!!!!,4,2023-07-25,True,buy foampure electric toothbrush gift recipient love excellent build quality,bought the foampure electric toothbrush as a gift and the recipient loved it . excellent build quality . ! ! ! ! ! !,Positive,5,0.9089927673339844,Positive,Bought the FoamPure Electric Toothbrush as a gift and the recipient loved it.,Bought the FoamPure Electric Toothbrush as a gift and the recipient loved it. Excellent build quality. !!!!!!,4,0.7024250662190268,Build Quality
2380,Bathroom,SoftTouch Luxury Towel Set,Poorly made. The SoftTouch Luxury Towel Set plastic cracked within a week. Cheaply built garbage.,2,2024-05-23,True,poorly softtouch luxury towel set plastic crack week cheaply build garbage,poorly made . the softtouch luxury towel set plastic cracked within a week . cheaply built garbage .,Negative,1,0.8577749133110046,Negative,The SoftTouch Luxury Towel Set plastic cracked within a week.,Poorly made. The SoftTouch Luxury Towel Set plastic cracked within a week. Cheaply built garbage.,6,0.5931219297044767,Furniture & Frames
2381,Kitchen Appliances,SliceMaster Food Processor,I was skeptical at first but the SliceMaster Food Processor is genuinely impressive. Fast delivery too.,4,2024-07-13,True,skeptical slicemaster food processor genuinely impressive fast delivery,i was skeptical at first but the slicemaster food processor is genuinely impressive . fast delivery too .,Positive,5,0.6383842825889587,Positive,I was skeptical at first but the SliceMaster Food Processor is genuinely impressive.,I was skeptical at first but the SliceMaster Food Processor is genuinely impressive. Fast delivery too.,2,0.5062505202501323,Daily Use Satisfaction
2382,Bathroom,SoftTouch Luxury Towel Set,BOUGHT THE SOFTTOUCH LUXURY TOWEL SET AS A GIFT AND THE RECIPIENT LOVED IT. EXCELLENT BUILD QUALITY.,5,2024-10-16,True,buy softtouch luxury towel set gift recipient love excellent build quality,bought the softtouch luxury towel set as a gift and the recipient loved it . excellent build quality .,Positive,5,0.8897268176078796,Positive,LUXURY TOWEL SET AS A GIFT AND THE RECIPIENT LOVED IT.,BOUGHT THE SOFTTOUCH LUXURY TOWEL SET AS A GIFT AND THE RECIPIENT LOVED IT. EXCELLENT BUILD QUALITY.,4,0.5504941385435215,Build Quality
2383,Kitchen Appliances,InstaBrew Coffee Maker,My InstaBrew Coffee Maker arrived well packaged and started working immediately. No issues at all.,4,2024-02-29,False,instabrew coffee maker arrive package start work immediately issue,my instabrew coffee maker arrived well packaged and started working immediately . no issues at all .,Positive,5,0.7879336476325989,Positive,My InstaBrew Coffee Maker arrived well packaged and started working immediately.,My InstaBrew Coffee Maker arrived well packaged and started working immediately. No issues at all.,0,0.60366107961538,Delivery & Arrival
2384,Kitchen Appliances,TurboBlend Pro 5000,Absolutely love my TurboBlend Pro 5000! Works perfectly and arrived on time. Would buy again. https://fakeurl.com/ref123,5,2024-08-02,False,absolutely love turboblend pro 5000 work perfectly arrive time buy,absolutely love my turboblend pro 5000 ! works perfectly and arrived on time . would buy again .,Positive,5,0.9761633276939392,Positive,Absolutely love my TurboBlend Pro 5000!,Absolutely love my TurboBlend Pro 5000! Works perfectly and arrived on time. Would buy again. https://fakeurl.com/ref123,0,0.6193555490893561,Delivery & Arrival
2385,Bedroom Furniture,NightOwl LED Bedside Lamp,Poorly made. The NightOwl LED Bedside Lamp plastic cracked within a week. Cheaply built garbage.,1,2023-08-28,False,poorly nightowl lead bedside lamp plastic crack week cheaply build garbage,poorly made . the nightowl led bedside lamp plastic cracked within a week . cheaply built garbage .,Negative,1,0.8510571122169495,Negative,The NightOwl LED Bedside Lamp plastic cracked within a week.,Poorly made. The NightOwl LED Bedside Lamp plastic cracked within a week. Cheaply built garbage.,6,0.5914672192500516,Furniture & Frames
2386,Living Room,GlowLight Floor Lamp,BOUGHT THE GLOWLIGHT FLOOR LAMP AS A GIFT AND THE RECIPIENT LOVED IT. EXCELLENT BUILD QUALITY.,4,2024-07-26,False,buy glowlight floor lamp gift recipient love excellent build quality,bought the glowlight floor lamp as a gift and the recipient loved it . excellent build quality .,Positive,5,0.8944225907325745,Positive,BOUGHT THE GLOWLIGHT FLOOR LAMP,BOUGHT THE GLOWLIGHT FLOOR LAMP AS A GIFT AND THE RECIPIENT LOVED IT. EXCELLENT BUILD QUALITY.,4,0.6456348346976515,Build Quality
2387,Bedroom Furniture,DreamRest Memory Foam Mattress,Decent product for the price. The DreamRest Memory Foam Mattress has some quirks but generally works fine. !!!!!!,3,2024-01-04,True,decent product price dreamr memory foam mattress quirk generally work fine,decent product for the price . the dreamrest memory foam mattress has some quirks but generally works fine . ! ! ! ! ! !,Neutral,3,0.6031807065010071,Neutral,The DreamRest Memory Foam Mattress has some quirks but generally works fine. !!!!!!,Decent product for the price. The DreamRest Memory Foam Mattress has some quirks but generally works fine. !!!!!!,9,0.6275847653781987,Mixed Product Category
2388,Bathroom,AquaFlow Rainfall Showerhead,Absolutely love my AquaFlow Rainfall Showerhead! Works perfectly and arrived on time. Would buy again. https://fakeurl.com/ref123,5,2024-12-13,True,absolutely love aquaflow rainfall showerhead work perfectly arrive time buy,absolutely love my aquaflow rainfall showerhead ! works perfectly and arrived on time . would buy again .,Positive,5,0.9628658890724182,Positive,Absolutely love my AquaFlow Rainfall Showerhead!,Absolutely love my AquaFlow Rainfall Showerhead! Works perfectly and arrived on time. Would buy again. https://fakeurl.com/ref123,0,0.5974102606997612,Delivery & Arrival
2389,Kitchen Appliances,SteamKing Rice Cooker,It is a fine product. The SteamKing Rice Cooker gets the job done but I expected better quality.,3,2023-12-14,True,fine product steamking rice cooker get job expect well quality,it is a fine product . the steamking rice cooker gets the job done but i expected better quality .,Neutral,3,0.4867956638336181,Neutral,The SteamKing Rice Cooker gets the job done but I expected better quality.,It is a fine product. The SteamKing Rice Cooker gets the job done but I expected better quality.,2,0.6084454381491974,Daily Use Satisfaction
2390,Bathroom,AromaSpa Diffuser,The AromaSpa Diffuser is functional but the instructions are confusing. Took a while to set up.,3,2024-08-03,False,aromaspa diffuser functional instruction confusing take set,the aromaspa diffuser is functional but the instructions are confusing . took a while to set up .,Neutral,3,0.5907934904098511,Neutral,The AromaSpa Diffuser is functional but the instructions are confusing.,The AromaSpa Diffuser is functional but the instructions are confusing. Took a while to set up.,4,0.9307621589156189,Build Quality
2391,Bathroom,MirrorPro LED Vanity Mirror,Outstanding product. The MirrorPro LED Vanity Mirror has made my daily routine so much easier. Thank you! https://fakeurl.com/ref123,5,2024-08-07,True,outstanding product mirrorpro lead vanity mirror daily routine easy thank,outstanding product . the mirrorpro led vanity mirror has made my daily routine so much easier . thank you !,Positive,5,0.9580390453338624,Positive,The MirrorPro LED Vanity Mirror has made my daily routine so much easier.,Outstanding product. The MirrorPro LED Vanity Mirror has made my daily routine so much easier. Thank you! https://fakeurl.com/ref123,2,0.5339976737345884,Daily Use Satisfaction
2392,Bathroom,AquaFlow Rainfall Showerhead,Absolutely love my AquaFlow Rainfall Showerhead! Works perfectly and arrived on time. Would buy again.,5,2024-11-10,True,absolutely love aquaflow rainfall showerhead work perfectly arrive time buy,absolutely love my aquaflow rainfall showerhead ! works perfectly and arrived on time . would buy again .,Positive,5,0.9628658890724182,Positive,Absolutely love my AquaFlow Rainfall Showerhead!,Absolutely love my AquaFlow Rainfall Showerhead! Works perfectly and arrived on time. Would buy again.,0,0.5974102606997612,Delivery & Arrival
2393,Bedroom Furniture,WoodCraft Bed Frame Queen,Decent product for the price. The WoodCraft Bed Frame Queen has some quirks but generally works fine.,4,2024-04-28,True,decent product price woodcraft bed frame queen quirk generally work fine,decent product for the price . the woodcraft bed frame queen has some quirks but generally works fine .,Neutral,3,0.614513635635376,Positive,The WoodCraft Bed Frame Queen has some quirks but generally works fine.,Decent product for the price. The WoodCraft Bed Frame Queen has some quirks but generally works fine.,9,0.6306362998037189,Mixed Product Category
2394,Bathroom,AromaSpa Diffuser,Very disappointed. The AromaSpa Diffuser arrived damaged and smells like chemicals. Returning it.,2,2024-01-26,True,disappointed aromaspa diffuser arrive damage smell like chemical return,very disappointed . the aromaspa diffuser arrived damaged and smells like chemicals . returning it .,Negative,1,0.7523854970932007,Negative,The AromaSpa Diffuser arrived damaged and smells like chemicals.,Very disappointed. The AromaSpa Diffuser arrived damaged and smells like chemicals. Returning it.,5,0.9470534884737293,Product Accuracy
2395,Living Room,SoundBar X200 Bluetooth,Delivery took 3 weeks and the SoundBar X200 Bluetooth box was crushed. Product inside was okay though.,2,2024-11-15,True,delivery take 3 week soundbar x200 bluetooth box crush product inside okay,delivery took 3 weeks and the soundbar x200 bluetooth box was crushed . product inside was okay though .,Neutral,3,0.4093879163265228,Negative,Delivery took 3 weeks and the SoundBar X200 Bluetooth box was crushed.,Delivery took 3 weeks and the SoundBar X200 Bluetooth box was crushed. Product inside was okay though.,6,0.7049976930444196,Furniture & Frames
